year,country,suicides_no,gdp_for_year
2011,Serbia,1256,"46,466,728,667"
2011,Seychelles,5,"1,065,826,670"
2011,Singapore,308,"275,966,926,379"
2011,Slovenia,435,"51,290,792,018"
2011,South Africa,358,"416,878,162,441"
2011,Spain,3180,"1,488,067,258,325"
2011,Suriname,127,"4,422,276,622"
2011,Sweden,1112,"563,109,663,291"
2011,Switzerland,1034,"699,579,638,638"
2011,Thailand,3873,"370,818,747,397"
2011,Trinidad and Tobago,139,"25,433,011,405"
2011,Turkey,1148,"832,523,681,194"
2011,Turkmenistan,130,"29,233,333,333"
2011,Ukraine,8973,"163,159,671,670"
2011,United Kingdom,4393,"2,619,700,404,733"
2011,United States,39508,"15,517,926,000,000"
2011,Uzbekistan,1640,"45,915,191,189"
2012,Antigua and Barbuda,0,"1,211,411,704"
2012,Argentina,3248,"545,982,375,701"
2012,Armenia,79,"10,619,320,049"
2012,Australia,2580,"1,543,411,012,580"
2012,Austria,1276,"409,425,234,155"
2012,Bahamas,5,"10,720,500,000"
2012,Bahrain,19,"30,749,308,511"
2012,Barbados,0,"4,656,350,000"
2012,Belgium,2026,"497,884,216,569"
2012,Belize,18,"1,573,670,250"
2012,Brazil,10295,"2,465,188,674,415"
2012,Bulgaria,872,"53,903,022,339"
2012,Canada,3926,"1,824,288,757,448"
2012,Chile,1841,"267,122,320,057"
2012,Colombia,2119,"369,659,700,376"
2012,Costa Rica,302,"46,473,128,286"
2012,Croatia,776,"56,565,475,275"
2012,Cuba,1495,"73,141,000,000"
2012,Cyprus,36,"25,041,372,222"
2012,Czech Republic,1658,"207,376,427,021"
2012,Denmark,661,"327,148,899,962"
2012,Ecuador,976,"87,924,544,000"
2012,El Salvador,512,"21,386,153,000"
2012,Estonia,237,"23,043,864,510"
2012,Fiji,32,"3,972,012,571"
2012,Finland,873,"256,706,466,091"
2012,France,9743,"2,683,825,225,093"
2012,Georgia,104,"15,846,474,596"
2012,Germany,9896,"3,543,983,909,148"
2012,Greece,508,"245,670,666,639"
2012,Grenada,2,"799,882,148"
2012,Guatemala,420,"50,388,454,861"
2012,Guyana,206,"2,861,562,266"
2012,Hungary,2349,"127,856,647,108"
2012,Iceland,37,"14,292,008,745"
2012,Ireland,542,"225,571,853,194"
2012,Israel,430,"257,296,579,579"
2012,Italy,4257,"2,072,823,157,060"
2012,Japan,26338,"6,203,213,121,334"
2012,Kazakhstan,3240,"207,998,568,866"
2012,Kuwait,56,"174,070,025,009"
2012,Kyrgyzstan,524,"6,605,139,933"
2012,Latvia,444,"28,119,996,053"
2012,Lithuania,927,"42,848,195,256"
2012,Luxembourg,51,"56,677,961,787"
2012,Malta,25,"9,209,559,296"
2012,Mauritius,115,"11,668,685,524"
2012,Mexico,5381,"1,201,090,018,604"
2012,Netherlands,1756,"828,946,812,397"
2012,New Zealand,549,"176,192,886,551"
2012,Nicaragua,316,"10,532,001,130"
2012,Norway,515,"510,229,136,227"
2012,Panama,135,"40,429,734,400"
2012,Paraguay,275,"24,595,319,574"
2012,Poland,6368,"500,360,816,828"
2012,Portugal,1076,"216,368,178,659"
2012,Puerto Rico,248,"101,564,800,000"
2012,Qatar,43,"186,833,516,484"
2012,Republic of Korea,14159,"1,222,807,284,485"
2012,Romania,2495,"171,664,638,717"
2012,Russian Federation,29643,"2,210,256,976,945"
2012,Saint Lucia,10,"1,436,803,333"
2012,Saint Vincent and Grenadines,10,"692,933,741"
2012,Serbia,1243,"40,742,313,861"
2012,Seychelles,3,"1,059,498,884"
2012,Singapore,392,"290,673,681,684"
2012,Slovakia,571,"93,413,992,956"
2012,Slovenia,440,"46,352,802,766"
2012,South Africa,487,"396,332,702,639"
2012,Spain,3539,"1,336,018,949,806"
2012,Suriname,133,"4,980,000,000"
2012,Sweden,1154,"543,880,647,757"
2012,Switzerland,1038,"668,043,614,123"
2012,Thailand,3985,"397,558,094,270"
2012,Turkey,1450,"873,982,246,102"
2012,Turkmenistan,138,"35,164,210,526"
2012,Ukraine,9058,"175,781,379,051"
2012,United Kingdom,4444,"2,662,085,168,499"
2012,United States,40596,"16,155,255,000,000"
2012,Uruguay,599,"51,264,390,116"
2012,Uzbekistan,1835,"51,821,573,338"
2013,Antigua and Barbuda,0,"1,192,925,407"
2013,Argentina,2987,"552,025,140,252"
2013,Armenia,67,"11,121,465,767"
2013,Australia,2608,"1,573,696,522,007"
2013,Austria,1291,"430,068,712,972"
2013,Bahamas,5,"10,627,600,000"
2013,Bahrain,5,"32,539,547,872"
2013,Barbados,0,"4,612,500,000"
2013,Belarus,1902,"75,527,984,234"
2013,Belgium,1895,"520,925,468,953"
2013,Belize,17,"1,612,573,850"
2013,Brazil,10513,"2,472,806,919,902"
2013,Bulgaria,721,"55,758,754,072"
2013,Canada,4054,"1,842,628,005,830"
2013,Chile,1738,"278,384,332,694"
2013,Colombia,2068,"380,191,881,860"
2013,Costa Rica,311,"49,745,088,112"
2013,Croatia,692,"58,085,856,019"
2013,Cuba,1499,"77,148,000,000"
2013,Cyprus,45,"24,084,572,491"
2013,Czech Republic,1577,"209,402,444,996"
2013,Denmark,610,"343,584,385,594"
2013,Ecuador,676,"95,129,659,000"
2013,El Salvador,484,"21,977,401,900"
2013,Estonia,218,"25,137,153,149"
2013,Finland,887,"269,980,111,643"
2013,France,9600,"2,811,077,725,704"
2013,Georgia,157,"16,140,047,012"
2013,Germany,10091,"3,752,513,503,278"
2013,Greece,533,"239,862,011,450"
2013,Grenada,0,"842,620,111"
2013,Guatemala,455,"53,851,058,955"
2013,Guyana,210,"2,990,006,534"
2013,Hungary,2092,"135,215,704,419"
2013,Iceland,49,"15,548,321,544"
2013,Ireland,487,"239,389,340,720"
2013,Israel,372,"292,489,185,194"
2013,Italy,4290,"2,130,491,320,659"
2013,Japan,25991,"5,155,717,056,271"
2013,Kazakhstan,3512,"236,634,552,078"
2013,Kuwait,41,"174,161,142,454"
2013,Kyrgyzstan,446,"7,335,027,592"
2013,Latvia,383,"30,254,677,297"
2013,Lithuania,1085,"46,417,340,375"
2013,Luxembourg,40,"61,739,352,212"
2013,Malta,22,"10,145,114,180"
2013,Mauritius,98,"12,129,642,296"
2013,Mexico,5711,"1,274,443,078,609"
2013,Netherlands,1856,"866,680,000,367"
2013,New Zealand,513,"190,785,204,764"
2013,Nicaragua,351,"10,982,972,256"
2013,Norway,554,"523,502,127,660"
2013,Panama,130,"45,599,994,000"
2013,Paraguay,323,"28,965,906,502"
2013,Poland,6218,"524,234,322,597"
2013,Portugal,1052,"226,073,492,966"
2013,Puerto Rico,241,"102,450,000,000"
2013,Qatar,37,"198,727,747,253"
2013,Republic of Korea,14426,"1,305,604,981,272"
2013,Romania,2407,"191,549,024,911"
2013,Russian Federation,28690,"2,297,128,039,058"
2013,Saint Lucia,14,"1,489,928,889"
2013,Saint Vincent and Grenadines,0,"721,207,148"
2013,Serbia,1197,"45,519,650,911"
2013,Seychelles,9,"1,328,091,524"
2013,Singapore,357,"304,454,327,499"
2013,Slovakia,616,"98,478,349,315"
2013,Slovenia,446,"48,116,256,926"
2013,South Africa,587,"366,829,390,479"
2013,Spain,3873,"1,361,854,206,549"
2013,Suriname,131,"5,145,757,576"
2013,Sweden,1230,"578,742,001,488"
2013,Switzerland,1071,"688,504,173,431"
2013,Thailand,3961,"420,333,333,333"
2013,Turkey,1810,"950,579,413,279"
2013,Turkmenistan,101,"39,197,543,860"
2013,United Kingdom,4824,"2,739,818,680,930"
2013,United States,41143,"16,691,517,000,000"
2013,Uruguay,546,"57,531,233,351"
2013,Uzbekistan,1950,"57,690,453,461"
2014,Antigua and Barbuda,0,"1,280,133,333"
2014,Argentina,3231,"526,319,673,732"
2014,Armenia,58,"11,609,512,940"
2014,Australia,2891,"1,464,955,475,994"
2014,Austria,1314,"441,885,415,806"
2014,Bahrain,9,"33,387,712,766"
2014,Belarus,1741,"78,813,839,984"
2014,Belgium,1899,"530,770,977,634"
2014,Belize,24,"1,703,951,050"
2014,Bosnia and Herzegovina,313,"18,558,343,508"
2014,Brazil,10631,"2,455,993,625,159"
2014,Bulgaria,724,"56,731,990,232"
2014,Chile,1789,"260,584,090,571"
2014,Colombia,2126,"378,195,716,714"
2014,Costa Rica,268,"50,577,769,838"
2014,Croatia,722,"57,629,518,806"
2014,Cuba,1453,"80,656,100,000"
2014,Cyprus,44,"23,359,294,149"
2014,Czech Republic,1489,"207,818,330,724"
2014,Denmark,629,"352,993,633,221"
2014,Ecuador,734,"101,726,331,000"
2014,El Salvador,386,"22,585,841,200"
2014,Estonia,241,"26,224,622,451"
2014,Finland,789,"272,609,288,690"
2014,France,8881,"2,852,165,760,630"
2014,Georgia,194,"16,509,305,828"
2014,Germany,10217,"3,890,606,893,347"
2014,Greece,565,"237,029,579,261"
2014,Grenada,0,"911,481,481"
2014,Guatemala,512,"58,722,323,918"
2014,Hungary,1925,"140,118,140,455"
2014,Iceland,44,"17,304,033,021"
2014,Ireland,486,"258,099,014,042"
2014,Israel,382,"308,416,982,140"
2014,Italy,4147,"2,151,732,868,243"
2014,Japan,24357,"4,850,413,536,038"
2014,Kazakhstan,3119,"221,415,572,820"
2014,Kuwait,68,"162,631,412,509"
2014,Kyrgyzstan,461,"7,468,096,567"
2014,Latvia,382,"31,335,013,752"
2014,Lithuania,930,"48,516,371,721"
2014,Luxembourg,67,"66,327,344,189"
2014,Malta,32,"11,234,045,376"
2014,Mauritius,120,"12,803,445,934"
2014,Mexico,6178,"1,314,385,330,073"
2014,Netherlands,1839,"879,635,084,125"
2014,Nicaragua,311,"11,880,438,824"
2014,Norway,548,"499,338,534,779"
2014,Oman,7,"81,076,723,017"
2014,Panama,147,"49,921,464,400"
2014,Paraguay,379,"30,881,166,852"
2014,Poland,5934,"545,179,584,720"
2014,Portugal,1222,"229,629,822,122"
2014,Puerto Rico,220,"102,445,800,000"
2014,Qatar,55,"206,224,725,275"
2014,Republic of Korea,13834,"1,411,333,926,201"
2014,Romania,2209,"199,493,490,983"
2014,Russian Federation,26541,"2,063,662,665,172"
2014,Saint Lucia,14,"1,551,921,037"
2014,Saint Vincent and Grenadines,2,"725,185,185"
2014,Serbia,1134,"44,210,806,366"
2014,Seychelles,4,"1,342,997,306"
2014,Singapore,355,"311,539,499,645"
2014,Slovakia,554,"100,948,236,941"
2014,Slovenia,388,"49,904,928,335"
2014,South Africa,580,"350,904,575,292"
2014,Spain,3911,"1,376,910,811,041"
2014,Suriname,128,"5,240,606,061"
2014,Sweden,1148,"573,817,719,109"
2014,Switzerland,1032,"709,182,559,935"
2014,Thailand,3952,"407,339,361,696"
2014,Turkey,1617,"934,185,915,467"
2014,Turkmenistan,136,"43,524,210,526"
2014,Ukraine,7968,"133,503,411,376"
2014,United Kingdom,4788,"3,022,827,781,881"
2014,United States,42769,"17,427,609,000,000"
2014,Uruguay,591,"57,236,013,086"
2014,Uzbekistan,2095,"63,067,077,179"
2015,Antigua and Barbuda,1,"1,364,863,037"
2015,Argentina,3073,"594,749,285,413"
2015,Armenia,74,"10,553,337,673"
2015,Australia,3027,"1,349,034,029,453"
2015,Austria,1251,"382,065,930,308"
2015,Belgium,1867,"455,039,563,133"
2015,Belize,26,"1,778,567,600"
2015,Brazil,11163,"1,802,214,373,741"
2015,Chile,1838,"243,999,477,738"
2015,Colombia,2332,"291,519,591,533"
2015,Croatia,739,"49,425,513,611"
2015,Cuba,1511,"87,132,800,000"
2015,Cyprus,40,"19,676,167,240"
2015,Czech Republic,1387,"186,829,940,546"
2015,Denmark,564,"301,298,464,861"
2015,Ecuador,1073,"99,290,381,000"
2015,Estonia,195,"22,566,956,982"
2015,Finland,731,"232,464,833,066"
2015,Georgia,192,"13,993,546,732"
2015,Germany,10088,"3,375,611,100,742"
2015,Greece,529,"195,541,761,243"
2015,Grenada,0,"997,007,926"
2015,Guatemala,494,"63,767,597,194"
2015,Hungary,1868,"122,879,042,002"
2015,Iceland,40,"16,942,247,374"
2015,Israel,342,"299,093,839,690"
2015,Italy,3988,"1,832,868,490,534"
2015,Japan,23092,"4,394,977,752,878"
2015,Kazakhstan,2872,"184,388,432,149"
2015,Kyrgyzstan,417,"6,678,178,340"
2015,Latvia,387,"26,972,863,394"
2015,Lithuania,896,"41,508,609,233"
2015,Luxembourg,64,"57,784,495,265"
2015,Malta,34,"10,574,026,838"
2015,Mauritius,104,"11,692,287,066"
2015,Mexico,6234,"1,169,622,672,463"
2015,Netherlands,1873,"757,999,453,314"
2015,Nicaragua,315,"12,611,087,031"
2015,Norway,590,"386,663,139,403"
2015,Panama,110,"54,315,722,500"
2015,Poland,5420,"477,355,617,456"
2015,Puerto Rico,226,"103,143,500,000"
2015,Qatar,66,"164,641,483,516"
2015,Republic of Korea,13510,"1,382,764,027,114"
2015,Romania,2228,"177,911,101,680"
2015,Russian Federation,25432,"1,368,400,705,491"
2015,Saint Vincent and Grenadines,3,"756,666,667"
2015,Serbia,1062,"37,160,332,465"
2015,Seychelles,7,"1,375,604,279"
2015,Singapore,329,"304,097,759,674"
2015,Slovenia,422,"43,072,415,017"
2015,South Africa,482,"317,741,039,198"
2015,Spain,3604,"1,197,789,902,774"
2015,Sweden,1182,"497,918,109,302"
2015,Switzerland,1073,"679,289,166,858"
2015,Thailand,4205,"401,399,422,443"
2015,Turkey,1532,"859,796,872,794"
2015,Turkmenistan,133,"35,799,628,571"
2015,Ukraine,7574,"91,030,959,455"
2015,United Kingdom,4910,"2,885,570,309,161"
2015,United States,44189,"18,120,714,000,000"
2015,Uruguay,630,"53,274,304,222"
2016,Armenia,67,"10,546,135,160"
2016,Austria,1201,"390,799,991,147"
2016,Croatia,683,"51,338,524,831"
2016,Cyprus,36,"20,153,871,681"
2016,Czech Republic,1318,"195,305,084,919"
2016,Grenada,0,"1,056,188,593"
2016,Hungary,1761,"125,816,640,421"
2016,Iceland,40,"20,304,098,101"
2016,Lithuania,822,"42,773,029,835"
2016,Mauritius,98,"12,232,463,656"
2016,Mongolia,423,"11,183,458,131"
2016,Netherlands,1886,"777,227,541,581"
2016,Qatar,68,"152,451,923,077"
2016,Romania,1953,"187,805,922,349"
2016,Sweden,1130,"514,459,972,806"
2016,Thailand,4117,"411,755,164,833"
